carat,price,cut_enc,color_enc,clarity_enc
-1.1646067033226026,559,0.9814128818525827,-0.23396983155074638,1.7892545642465678
-0.4517056987711259,2201,-0.8011752027330622,0.3506039679684723,1.1834043648594554
-0.8291238776513193,1238,0.9814128818525827,0.935177767487691,1.1834043648594554
-0.7662208478379537,1304,0.09011883955976023,0.935177767487691,1.1834043648594554
1.5821589318610287,6901,0.9814128818525827,0.935177767487691,-1.2399964326889943
0.42893671861599264,3011,-2.583763287318707,0.935177767487691,-1.2399964326889943
-0.5984794350023122,1765,0.9814128818525827,0.3506039679684723,0.5775541654723431
-0.577511758397857,1679,0.9814128818525827,1.5197515670069097,-0.028296033914769446
-0.36783499235330497,2102,0.09011883955976023,0.935177767487691,-0.028296033914769446
0.7224841910783653,4789,0.9814128818525827,-0.8185436310699651,-0.6341462333018819
-0.8291238776513193,855,0.9814128818525827,1.5197515670069097,-1.2399964326889943
2.1692538767857745,13134,-0.8011752027330622,0.935177767487691,-1.2399964326889943
-0.4097703455622154,1367,-2.583763287318707,0.3506039679684723,-0.6341462333018819
-0.20009357951766346,2401,-0.8011752027330622,0.3506039679684723,-0.6341462333018819
-0.5565440817934018,1440,-1.6924692450258847,-0.8185436310699651,2.39510476363368
1.5821589318610287,10286,0.9814128818525827,-1.4031174305891838,0.5775541654723431
0.3870013654070822,2958,-2.583763287318707,0.3506039679684723,-1.2399964326889943
-0.8291238776513193,1397,0.9814128818525827,0.935177767487691,1.7892545642465678
1.4773205488387526,9904,-0.8011752027330622,0.3506039679684723,-0.6341462333018819
-0.9339622606735954,552,-0.8011752027330622,-1.4031174305891838,0.5775541654723431
2.672478115292699,18193,0.09011883955976023,-1.4031174305891838,-0.028296033914769446
-0.8291238776513193,945,0.09011883955976023,0.935177767487691,-0.6341462333018819
-1.0178329670914161,625,0.9814128818525827,0.3506039679684723,-0.028296033914769446
-1.0388006436958714,631,0.9814128818525827,-0.8185436310699651,1.1834043648594554
0.2402276291758959,3854,0.9814128818525827,-0.8185436310699651,-1.2399964326889943
-0.5565440817934018,1415,0.9814128818525827,0.935177767487691,-0.6341462333018819
-0.9549299372780505,1033,0.9814128818525827,0.935177767487691,0.5775541654723431
2.567639732270423,13453,0.9814128818525827,0.3506039679684723,-1.2399964326889943
0.5128074250338135,8341,0.9814128818525827,1.5197515670069097,0.5775541654723431
-1.1855743799270577,493,0.9814128818525827,0.3506039679684723,-0.028296033914769446
0.44990439522044784,4416,0.9814128818525827,0.3506039679684723,-1.2399964326889943
-0.5355764051889464,1422,0.09011883955976023,0.935177767487691,-0.6341462333018819
2.5466720556659674,11566,-0.8011752027330622,-1.9876912301084024,-0.6341462333018819
-0.5984794350023122,1800,-1.6924692450258847,-0.23396983155074638,1.1834043648594554
-0.6194471116067674,2153,-0.8011752027330622,0.3506039679684723,1.1834043648594554
-1.0388006436958714,373,0.9814128818525827,-1.9876912301084024,0.5775541654723431
-1.0388006436958714,776,0.9814128818525827,0.3506039679684723,-0.028296033914769446
-0.6194471116067674,1885,-0.8011752027330622,-0.23396983155074638,1.7892545642465678
-0.5984794350023122,1974,-0.8011752027330622,-0.23396983155074638,1.1834043648594554
2.714413468501609,18443,0.09011883955976023,-0.8185436310699651,-0.028296033914769446
-0.36783499235330497,2206,0.9814128818525827,-0.23396983155074638,0.5775541654723431
-0.5565440817934018,1724,-0.8011752027330622,1.5197515670069097,-0.6341462333018819
-0.8291238776513193,855,0.09011883955976023,0.935177767487691,-1.2399964326889943
2.5257043790615126,15745,-0.8011752027330622,-0.8185436310699651,-0.6341462333018819
-0.20009357951766346,3016,0.9814128818525827,0.935177767487691,0.5775541654723431
-0.787188524442409,722,-1.6924692450258847,0.3506039679684723,-0.6341462333018819
1.6869973148833048,12871,0.9814128818525827,0.3506039679684723,-0.6341462333018819
1.4773205488387526,11588,0.09011883955976023,0.3506039679684723,-0.6341462333018819
3.616023562493183,17608,-1.6924692450258847,-0.23396983155074638,-1.2399964326889943
